Genero Residencia HorasEstudio Empleo Actividades Colegio x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 Nota_AlgebraLineal Nota_IntroduccionIng Nota_Humanidades
1 0 1 0 1 1 1 4 1 3 1 2 2 2 1 2 3 3 3 3 3 43.478105532891206 45.096154935777086 25.041476718758883
1 1 4 1 0 1 2 1 2 1 1 5 5 3 5 5 1 5 5 5 5 78.03245170782878 58.10877128622924 57.65893459893991
0 1 2 1 1 1 1 1 2 1 4 5 5 2 5 5 2 3 4 3 3 57.30046660168781 62.5780071209572 52.085183866589574
0 1 2 0 1 1 1 1 1 1 1 4 4 4 5 4 4 4 4 5 4 56.973760259841605 78.88354903356294 51.464555716222456
1 1 3 1 1 1 2 2 2 1 3 2 2 2 1 2 3 5 5 5 5 69.62170735175312 68.98778222312113 64.137657669757985
1 0 1 1 1 0 2 1 3 2 2 3 2 1 2 3 5 3 3 3 3 54.36810938675124 41.7794183965711 62.181416204013054
1 0 3 1 1 0 2 5 3 3 3 5 4 4 4 4 3 3 2 3 3 53.01738230886349 61.05868041308841 54.27374432184894
1 0 3 1 0 1 2 5 2 2 4 1 1 1 1 1 4 1 2 2 2 26.65736946053755 28.963297386407557 35.3253286064524
1 1 5 1 0 1 1 2 1 1 1 4 4 5 4 4 1 5 5 5 5 57.363100040847115 69.85773143741409 62.92068453033327
1 1 3 1 1 0 4 2 4 3 5 2 2 1 2 3 3 5 5 5 5 52.89403866027817 87.37332334254964 63.35102790511269
1 0 2 1 1 0 1 1 1 1 1 3 4 3 3 3 1 3 4 3 3 56.55746451187526 52.4754734138079 57.94878877321384
1 0 1 1 0 0 4 2 1 3 3 4 3 2 3 3 2 2 1 1 1 49.45623687010953 36.726474141755396 23.519700095453288
1 1 3 1 1 1 5 5 5 5 5 3 3 5 3 3 3 5 5 5 5 56.790829891999074 79.8704437309338 71.20136544332915
1 0 3 0 0 1 5 3 5 5 5 1 1 2 1 1 5 3 3 3 2 43.75422551247635 46.03011560855702 24.599793864617236
1 1 4 1 1 1 3 2 3 2 3 5 5 5 5 5 2 4 3 4 4 71.7329887037202 74.06686621134119 40.1280455875798
0 0 2 1 1 1 2 3 2 2 2 2 2 3 1 2 5 3 2 2 2 42.64361454987206 34.57970542621961 35.756247226185245
0 1 1 1 1 0 2 5 3 3 3 5 4 5 4 5 5 4 4 4 4 58.01642670342082 62.508003562629874 68.54733082978495
0 0 2 1 0 1 2 2 2 2 2 2 1 4 1 1 3 1 1 1 1 20.31658443307268 16.52808747197765 42.282921532291795
1 1 1 1 1 0 1 4 1 1 1 4 4 2 4 4 1 5 4 4 4 64.11004742122506 59.79296739970409 51.67500541512366
1 0 4 1 1 0 4 2 2 4 3 2 2 1 2 2 4 2 2 2 2 41.926035305413095 50.22942047051316 38.58749360945723
1 0 3 1 1 0 5 5 5 5 5 1 1 2 1 1 3 2 2 2 2 36.87189518802848 39.91378317370211 41.77732130919028
1 1 4 1 0 1 1 5 1 1 1 2 2 1 2 2 1 5 5 5 5 60.28570019670858 84.69595274091543 74.75338481792036
1 0 4 1 1 1 4 3 5 5 3 1 1 1 1 1 2 3 2 2 2 35.32145802247134 35.76330154412074 16.35861877119124
0 0 3 1 1 0 1 4 1 2 2 1 1 1 1 1 2 1 1 1 1 8.204456599436059 40.69271400332534 48.75796926878192
1 1 4 1 0 1 1 4 1 1 1 4 4 5 4 4 2 5 5 5 5 68.11756421308817 79.39000082906011 36.62604044249658
0 1 1 1 1 0 3 4 3 2 2 5 4 5 4 4 1 4 4 4 4 58.60111383440559 58.992527385151405 58.935356185922
0 1 3 1 1 1 1 4 1 1 1 3 3 4 3 3 5 3 3 3 3 50.57242967195016 66.85080356861582 47.83871226687868
0 0 4 1 0 0 1 5 1 1 1 1 1 5 2 1 1 2 2 2 3 51.84690867627419 40.92799988582312 52.36516526058166
1 0 4 1 0 1 3 1 3 2 3 2 1 1 2 2 4 3 2 2 2 28.663159768112855 45.88392139629313 41.69360352187239
0 0 3 1 0 1 5 4 5 5 5 1 1 2 2 1 1 2 2 2 2 26.166389657665178 28.95508828816085 24.196728544016107
0 1 3 1 0 0 4 3 2 3 1 2 2 4 2 2 1 4 4 4 4 71.30695229294098 55.08515763428527 39.199491479913455
0 0 3 0 0 1 2 4 2 2 2 3 3 5 3 3 2 1 2 1 1 29.263862360467943 36.21116852576937 46.12588851566904
0 1 3 1 0 1 4 2 5 4 4 2 2 1 2 2 1 3 3 3 3 39.55601393504392 41.55962541383024 33.097307005947755
0 1 2 1 0 0 4 4 4 3 4 4 4 3 4 4 3 4 3 4 4 69.94212466865596 51.092855269844904 45.032662141497646
0 1 3 1 0 0 5 5 2 4 4 4 5 1 4 5 4 4 4 4 4 59.8621444777607 61.66475219269128 31.866315332941124
1 0 4 1 1 1 1 2 1 2 1 2 2 1 2 2 2 2 2 3 3 48.370402451092374 45.0774544055651 40.30188313973697
0 1 2 1 0 0 1 2 2 2 1 5 5 1 5 5 4 3 3 3 3 72.01103561511871 41.77239077692689 38.28101102366854
0 0 1 1 1 0 4 2 5 5 4 1 2 5 2 2 2 2 2 2 1 25.149737219337364 38.16297740954117 25.186897531778655
1 1 4 1 0 0 4 3 4 4 4 4 4 2 4 4 1 5 5 5 5 75.27295564717528 79.3132880691932 59.08173543579788
0 1 4 1 1 1 1 3 2 1 1 5 5 3 4 5 2 4 4 4 5 78.85133126684579 72.61090152515558 58.3492195238865
0 1 4 1 0 1 4 3 3 4 3 4 4 5 4 4 3 4 5 4 4 70.80919133522607 70.87373437224092 41.206237833880145
1 0 2 1 0 0 2 5 1 1 1 4 4 4 4 4 3 3 3 3 3 66.3442776615245 35.54828781048907 36.06920900631832
1 0 4 1 1 0 3 1 3 3 5 3 3 4 3 2 2 1 1 1 1 44.75594801754624 35.845175688299825 57.282300745115606
1 1 3 1 0 1 3 1 2 1 1 3 3 3 2 3 5 5 5 5 5 57.80939498182157 89.55006547025553 49.97426713732103
0 0 3 1 1 0 5 3 3 3 2 1 1 5 1 1 3 1 1 2 2 29.74458122250379 26.43024027024722 59.9146827368574
1 1 2 1 1 1 3 2 4 5 2 2 2 3 2 2 1 5 5 5 5 88.45957640732293 62.212845592347804 66.9815761036174
0 1 2 1 1 0 2 4 2 2 1 4 4 1 4 3 4 3 3 3 3 48.474284488124304 56.60411039942392 68.95518888601876
1 1 4 1 1 1 1 2 1 1 2 4 4 5 4 4 4 5 5 5 5 63.808657759575965 88.27082952293037 65.5064673342529
1 0 2 0 1 0 1 4 1 1 2 3 3 1 3 3 1 3 3 3 3 56.9840428978471 45.53899332213054 57.47809906397599
1 0 3 1 0 1 3 3 3 3 4 2 1 2 1 2 1 2 2 2 2 32.01009233696845 34.86720347556989 37.79906923266996
0 0 3 1 0 0 5 1 5 5 5 5 5 4 5 4 3 2 2 2 3 68.54521011818888 42.669119252532155 30.16234692242719
0 1 3 0 1 1 3 5 5 4 4 2 2 3 3 2 4 4 4 4 4 50.70989209339323 58.76725007231874 58.56421120637425
1 1 2 1 0 0 3 4 3 3 3 5 5 3 5 5 2 4 4 4 4 51.63437147997577 57.997182189357446 53.0675568550961
0 0 4 1 1 1 2 1 4 4 3 1 1 1 1 1 4 2 2 2 2 27.797131834060323 27.578776781445416 25.200822975729455
0 0 2 1 0 1 4 4 3 3 2 4 4 3 4 4 5 1 1 1 2 43.40756018927246 25.690823671636615 9.179200798956952
1 1 2 1 1 1 5 1 5 5 5 1 1 5 1 1 3 5 5 5 5 40.22299488607223 54.65000049424506 73.89578269759669
1 0 5 1 1 0 5 4 5 5 5 1 1 2 1 1 1 3 2 2 2 49.79270716082567 60.375781228085756 37.76550599660005
1 0 4 1 0 0 5 2 5 5 5 1 1 2 1 1 1 3 2 3 3 57.4244334830551 52.63319632210977 8.85156386085712
0 1 3 1 0 0 1 5 1 1 4 2 2 5 2 2 3 4 4 5 4 60.8305856086907 82.95758159702568 50.73197536332038
0 0 2 0 1 1 4 3 5 4 3 2 1 3 1 1 3 1 2 1 1 18.944624230429397 26.026679303545965 42.23444723195688
1 0 3 1 1 1 1 4 1 1 1 2 2 5 2 2 5 2 2 2 2 38.807662707506466 33.377965626888866 33.880361525506004
1 0 4 1 0 1 2 4 4 3 4 1 1 1 1 1 3 3 3 3 3 26.40898682078502 49.00630823307323 21.22206871078207
1 1 2 1 1 0 2 3 1 1 1 4 4 1 4 3 1 4 4 4 4 55.80468718531606 61.78924477942348 66.09065676361948
1 0 3 1 0 0 5 2 5 5 5 1 1 5 1 1 5 3 3 3 3 42.81251785267019 56.77081551969765 39.917580766262994
0 0 5 1 1 1 3 5 3 2 2 3 3 2 2 2 5 2 3 2 2 56.13791460632177 48.84727848672929 32.14992318248582
0 1 2 1 1 0 3 2 2 1 1 5 5 5 5 5 3 4 4 4 4 68.01152942139367 87.61818878006882 84.76627996612619
0 1 1 0 1 0 3 5 3 3 4 5 5 2 5 5 4 3 4 4 3 68.41523958172553 57.80313267663107 61.71693718031236
1 0 3 0 1 1 2 2 1 2 1 3 3 5 2 2 5 3 2 2 3 32.64830656314627 31.12327071371931 43.353626156123475
1 0 4 0 1 1 4 3 4 5 4 1 2 4 2 2 1 2 3 2 2 48.22163785662331 41.74526646449716 57.632471578882935
1 1 5 1 1 0 5 4 5 5 5 5 5 5 5 5 1 5 4 4 4 90.98321348488761 69.0647591225173 53.09850960285191
1 0 2 1 1 1 2 2 3 3 3 5 5 5 5 5 4 3 2 3 3 32.8696771841605 48.667086366259326 52.31863465480129
0 0 1 1 1 1 4 4 2 2 2 3 4 3 4 4 3 1 1 1 1 52.94334638308896 17.510611546352393 14.644939963357096
0 1 4 1 0 1 5 2 5 5 5 5 5 3 5 5 2 4 5 4 4 65.56919671598418 71.12240448920802 44.06962293024551
0 0 3 1 0 0 4 3 5 4 3 2 2 3 2 3 1 1 1 1 1 40.248626918643645 41.729621051979436 30.38822123150922
0 0 4 1 1 0 4 4 4 4 4 1 1 3 1 1 5 1 1 1 1 31.902786275035098 61.47402797863035 33.459795134282786
0 1 2 1 1 0 4 2 3 4 4 4 4 1 3 4 3 5 4 4 5 49.90943550603166 48.59046445892142 33.413110392420904
0 1 1 1 0 1 3 2 4 4 4 5 5 3 5 5 2 3 3 4 3 46.55899489062861 50.577244816339025 24.8471601057955
0 0 2 1 0 0 3 5 2 2 3 4 4 3 4 4 2 1 1 1 1 42.669475170674865 26.114192044186595 41.70380192133043
0 1 3 1 1 0 2 1 2 2 2 5 5 1 4 5 4 4 4 4 5 75.90928257954388 66.52948037650904 57.66599515414127
0 1 1 1 1 0 4 4 3 3 5 5 5 1 5 5 4 3 4 3 3 69.51644753090204 59.37293314710726 47.500311481625566
1 0 4 1 0 1 4 3 4 4 3 1 1 2 1 1 2 3 3 3 3 46.86756447242022 48.97880177657732 51.544912040752635
0 0 3 1 1 1 2 1 3 3 4 2 2 4 2 2 1 1 1 1 1 21.37383070401066 33.39338615077923 65.17169594799576
0 1 2 1 0 0 1 1 2 4 5 5 5 1 5 5 3 4 4 5 5 77.44990137939752 73.37359041814925 57.63021345697688
1 1 3 1 1 0 3 5 4 3 5 4 4 1 4 4 5 5 5 5 5 66.7994712725435 81.74611821435087 87.85720965896877
1 0 2 1 1 0 4 4 3 3 3 5 4 5 4 4 1 3 3 3 3 64.48477949693604 57.43428782858659 47.32035520708047
1 1 1 0 0 0 5 5 4 4 4 5 5 2 5 5 3 5 5 5 5 73.38081193551952 57.91983327219071 47.125527849523216
0 0 2 1 1 0 3 2 2 2 2 2 1 3 2 1 5 2 1 1 2 27.261040492114258 30.364218214359997 15.39087218179647
0 0 3 1 0 1 4 1 5 5 5 4 4 2 4 4 5 1 1 1 1 26.520960938334888 32.792655804351924 8.239130983535054
1 0 1 0 0 1 4 5 4 4 3 2 2 4 2 3 3 2 2 3 2 41.162724676822975 46.8787552259792 29.034501241295292
0 0 1 0 1 0 3 1 4 4 3 2 2 3 1 2 2 1 1 1 1 20.768364243944774 25.500377322139997 49.294163157461774
1 0 2 1 0 1 5 2 5 5 5 1 1 5 1 1 5 2 2 2 2 31.623091646663138 27.570818348494065 43.56720210165739
0 0 4 1 0 0 3 5 4 3 3 2 2 2 3 2 5 1 1 1 1 40.335409349684106 37.20617404440123 19.643549252277488
1 0 3 1 1 1 5 2 5 5 5 1 1 4 1 1 2 3 3 3 3 34.23937004825321 60.93293044159657 59.947762828626196
1 1 3 1 0 1 5 2 5 5 5 4 5 2 5 5 3 5 5 5 5 67.31444312072009 73.98585860837555 66.72799786673325
0 0 2 0 1 1 1 2 1 1 1 3 3 5 4 3 2 1 1 1 1 26.60019886578887 19.488223316114567 12.539547126510072
0 1 1 1 0 0 1 2 1 1 1 5 5 4 5 5 1 3 3 3 3 48.15191997484469 56.23099763722365 41.41892869066723
1 0 4 0 1 1 4 3 4 5 5 1 1 3 2 1 4 1 1 1 1 25.474142900896375 38.27048058032307 61.989790690904435
0 1 3 0 1 0 4 5 3 3 1 3 3 5 3 3 2 3 3 3 3 64.58000857324122 59.58135576443991 55.72979657152165
1 0 3 0 0 1 5 5 5 5 5 1 1 3 1 1 4 2 3 2 2 32.105045322202685 47.62850043633706 13.737618683882923
0 1 3 1 0 1 5 2 5 4 5 2 3 5 2 2 2 4 4 4 4 50.858874456951504 66.93269777954606 41.953253593927606
1 1 1 1 0 1 2 1 4 4 4 4 3 2 3 3 4 5 5 5 5 31.548873016816817 56.103682090303934 61.55237260970298
0 1 1 1 1 1 5 3 5 5 5 4 4 3 4 4 2 3 3 3 4 47.4521745082448 42.56140675552626 70.48757771986745
1 0 2 0 1 1 2 1 2 2 1 3 3 1 4 4 3 1 2 2 2 33.34973974987473 49.29066638752305 36.30679851733325
0 1 3 1 1 0 5 4 3 4 3 5 5 2 5 5 2 3 3 3 3 72.6787415876076 51.13400469350934 34.234651358768055
1 1 2 1 1 1 2 4 1 1 2 4 3 1 3 3 2 5 5 5 5 44.80280246067644 77.03117513029272 46.689826413357814
1 1 4 1 1 0 3 5 3 3 2 4 3 3 4 4 1 5 5 5 5 77.13312357276023 68.98360416088269 69.30767212285309
1 0 4 0 1 0 3 5 2 3 3 3 3 3 2 3 3 2 2 2 2 58.34363128928835 49.55208344840239 49.980707567038564
1 0 3 1 1 1 2 4 2 2 2 1 1 1 1 1 5 3 2 3 2 30.368882818431345 52.523422608512604 50.41773588521722
1 1 2 1 1 0 5 4 5 5 5 5 5 3 5 5 4 5 5 5 4 82.52748827716766 59.41457937934714 36.806401600840125
0 0 2 1 0 0 3 4 3 3 3 1 1 4 1 1 3 1 1 1 1 5.224155016553445 27.206300708674206 21.760195380876723
1 0 3 0 1 1 1 3 1 1 1 1 1 4 1 1 1 3 2 3 3 34.791857819339675 40.974754652746405 52.5882389550801
0 1 2 1 1 1 3 3 2 1 2 1 1 3 1 1 1 5 5 5 5 64.4151091534888 83.87312795400278 48.215185266556375
0 0 3 0 1 1 3 2 1 2 2 1 1 2 1 1 3 2 2 2 1 28.063725541142116 49.11649630424254 45.53795797248968
0 1 4 1 0 0 5 3 5 5 5 5 5 2 5 5 3 4 4 4 3 86.44977672567333 75.2266058391748 46.915623445811704
0 0 3 1 1 1 4 3 4 5 2 3 3 1 3 3 2 1 1 1 1 27.635617931154556 29.77781980733511 62.52516500670428
1 1 3 0 0 0 3 2 4 4 3 5 5 2 5 5 4 4 4 4 4 65.16792910412798 65.51011313875652 53.0564764434953
1 0 3 1 0 0 2 1 1 1 1 1 2 3 1 1 1 1 3 2 2 48.402368526022975 20.827924892702608 43.595986360071066
0 0 4 1 1 1 5 2 4 4 4 2 2 5 3 2 2 1 1 1 1 38.13281265141455 32.805148419701 44.699732026611194
1 0 4 0 0 1 1 1 1 1 1 1 1 2 1 1 2 2 2 2 3 35.3191308043601 35.70308525105211 22.694128182859494
0 0 3 1 1 1 5 3 5 4 5 1 1 4 1 1 4 1 1 2 1 25.957649766047396 21.172508734677145 46.20097580750838
0 0 1 1 1 0 3 3 3 3 3 3 3 5 3 3 3 2 3 3 2 37.68676043895034 52.81675977697805 58.25090796987289
0 0 4 1 0 1 1 3 1 1 2 1 1 5 1 1 4 2 3 2 3 38.415705687558884 38.59478642106644 40.07247263470167
0 1 4 1 1 0 4 5 3 4 4 3 3 4 4 4 3 4 5 4 4 72.66058830037876 75.54882740604035 79.9170747202681
0 0 4 1 1 1 3 5 3 3 4 1 2 5 2 1 4 1 1 1 1 28.495626146429707 26.492130923160875 45.258540150818796
0 1 2 0 1 0 2 2 2 4 2 4 4 3 5 4 3 5 5 5 5 72.59503793266917 84.8055046490303 63.946666273012504
1 1 3 1 0 1 3 5 3 2 4 3 3 1 3 3 4 5 5 5 5 59.737534922573175 70.44283119431108 57.54144981177589
1 1 3 1 1 1 4 5 4 3 2 4 3 1 3 4 5 5 5 5 5 52.0531281918129 65.07248519244116 59.832231283658075
0 0 3 0 0 0 4 2 4 4 4 1 1 2 1 1 5 1 1 1 1 18.426203677468227 31.126442819956253 40.827023107421574
0 1 3 1 1 0 5 3 5 5 5 4 4 1 4 4 3 3 3 3 3 55.47925882081037 64.96828367693304 60.14696150509189
1 1 3 1 1 0 3 5 3 2 2 4 4 2 4 4 1 5 5 5 5 83.89869681556507 83.65105547363017 51.003716241591306
0 0 2 1 1 1 5 1 4 4 4 3 2 2 2 2 1 2 1 2 2 52.379354973849146 35.47743838062796 69.93785028441204
1 1 3 0 1 1 1 1 2 2 1 4 4 2 5 4 5 5 4 5 5 71.27015814258009 77.42712420581414 59.2448141081743
0 0 3 1 0 0 4 1 5 5 5 1 1 1 1 1 1 1 1 1 1 15.142558999789445 30.413574422562903 50.65540319809094
0 1 2 1 0 0 4 5 2 2 4 5 5 2 5 5 1 4 4 4 4 66.04353409711102 54.221052213716554 57.74967128609449
1 0 1 1 1 1 2 5 3 2 3 1 2 1 1 1 3 3 2 2 2 21.852140718566393 53.2403496394457 35.874314655647545
1 0 3 1 1 1 4 3 3 4 5 1 2 4 2 1 5 3 3 3 3 44.93966138601206 40.606246822951775 47.507851519333386
1 0 2 1 1 1 1 4 1 1 1 1 2 2 2 1 4 2 2 2 1 27.087706926947572 31.229591789817743 25.962181788773215
0 1 4 1 1 0 1 3 1 1 2 3 3 4 4 3 2 4 4 4 4 63.459043120386234 67.35072860048132 49.264575531336504
0 0 2 1 1 1 5 4 5 5 2 1 2 2 2 1 5 2 3 2 2 22.08534710993074 37.294120463793014 41.263969383610565
0 1 3 1 1 1 4 5 4 3 4 3 3 4 3 3 4 4 4 5 5 62.98187618740575 57.785299173175744 59.31606651442847
0 0 3 1 1 0 1 3 1 1 1 1 1 1 1 1 5 1 1 1 1 16.965315586063934 39.59898591652855 29.28366031561573
0 0 4 1 0 0 3 5 3 3 3 3 2 3 3 2 1 1 1 1 1 33.86244337642308 45.93730433445973 27.5313951135996
1 0 1 1 0 0 2 4 3 2 2 3 4 3 3 4 1 2 2 3 2 49.931955808699136 34.948682238587054 37.148741763364626
1 1 1 0 0 1 2 4 1 1 2 3 3 1 2 3 4 5 5 5 5 46.68894735499616 50.84927486231254 38.8501265397791
1 0 3 1 1 1 4 5 3 3 5 1 1 2 1 1 1 3 2 3 3 24.270146951257498 53.608399856410394 60.30095200303728
1 0 2 1 0 1 2 2 1 1 1 4 4 4 5 4 3 2 3 3 3 44.175663203411986 42.28629762364228 51.322345231019646
0 0 4 0 1 1 3 1 3 3 2 1 1 1 1 1 3 1 1 1 1 11.223087594932672 30.374497435551948 29.044663866212186
1 0 1 1 1 1 5 5 4 4 3 2 2 1 2 2 4 1 2 2 2 27.496075028237872 38.79393565456487 50.94992644109003
1 1 2 0 0 1 4 3 3 2 3 3 3 2 3 3 1 5 5 5 5 60.664074643319566 90.23957425376679 66.92460637024647
1 1 2 1 1 0 2 5 2 1 1 3 4 5 4 3 1 5 4 4 4 58.52774608695557 51.064687636647975 52.612809484093496
1 0 3 1 1 0 4 1 2 3 3 1 1 3 1 1 4 3 3 3 3 47.792865330982956 66.87674688674272 36.507926906173424
0 1 2 1 0 1 2 4 2 1 1 5 5 2 5 5 4 5 4 4 4 74.49408214198384 64.95455395656367 24.19875722620241
0 0 4 1 1 1 1 4 1 1 1 3 3 4 2 3 4 1 2 1 2 45.74307257077731 33.17642945386583 37.35226126137286
0 1 2 1 0 1 3 4 2 3 1 4 4 1 4 4 4 5 5 5 5 64.61960028056882 71.0902055028466 54.723023806006495
1 0 4 1 1 1 2 1 3 4 5 3 2 5 3 2 2 3 3 3 3 35.80186267764386 53.53759919810331 50.70317020570058
1 0 4 1 1 1 1 4 1 1 1 1 1 4 1 1 4 1 1 1 1 32.50580638357865 43.80206278685006 48.2259269376195
0 0 3 1 1 0 2 3 2 1 1 2 2 4 2 2 4 2 2 1 2 51.486409113951574 32.66992372941834 40.2710634799079
1 0 3 1 1 1 5 3 5 5 5 1 1 3 1 1 2 3 2 2 3 21.782753003660687 44.92726814236905 41.46970355351182
0 0 2 1 1 0 4 3 5 4 5 3 3 4 4 4 4 2 2 2 2 53.465868305490716 46.96367698723609 26.01385616470095
0 0 2 1 1 1 3 1 3 3 4 4 3 2 3 3 5 2 1 1 1 32.02077535029575 30.143210121344246 42.24920481822689
1 1 2 0 0 1 5 1 5 5 5 5 5 3 5 5 4 5 5 5 5 66.28477496958601 71.10808996743235 59.17581769410438
0 0 1 1 1 0 1 1 3 3 2 3 3 1 3 3 5 1 2 1 2 34.98771050820436 31.997133799433485 29.08909771391287
0 1 4 1 1 0 4 1 4 4 3 5 5 1 4 5 5 4 3 3 3 79.04130786609804 53.631538046032496 34.54392962876883
0 1 3 1 1 0 3 4 3 3 4 4 3 2 3 3 1 3 3 3 4 60.21250975038617 54.91783966533873 40.89948911065436
1 0 3 1 1 0 2 2 2 2 3 2 2 1 1 2 1 3 2 3 3 48.81001533696885 43.53335801611243 42.99506007394477
1 1 5 0 0 1 2 5 2 2 5 2 2 4 2 2 4 5 5 5 5 64.60378495570936 77.92839847912641 60.652410748262405
0 0 2 0 0 0 2 5 2 1 2 2 2 2 2 3 2 1 1 1 1 29.6100868096321 28.165292086852247 31.274405672847998
1 0 2 1 0 0 3 5 2 2 2 1 1 3 1 1 2 3 2 3 3 43.07582735194381 49.836224642963145 39.53706294826551
1 0 2 1 1 0 1 4 1 1 1 2 2 3 2 2 1 3 3 3 3 43.63231858584858 47.99954605127003 52.592842430436676
1 0 1 1 0 0 4 2 5 5 4 3 3 5 3 3 5 3 3 4 3 57.7048561074339 46.54940375132878 34.74219829224126
1 0 3 1 1 1 1 1 1 1 1 1 1 5 1 1 4 3 3 3 3 14.041504361136909 40.1870809164595 57.42663433570794
0 0 1 0 0 0 2 4 2 3 4 1 2 3 1 2 5 1 1 2 1 16.72572832702044 46.517536254315594 43.43584873467261
1 1 4 1 0 1 3 1 4 4 5 5 5 4 4 5 1 5 4 5 5 60.15275837752006 93.08785494253836 68.35362404140838
0 1 4 1 1 0 5 5 5 4 4 5 5 1 5 5 3 4 5 4 5 85.42608285354245 80.14728833854117 42.609907152467734
0 0 4 1 1 0 3 3 4 3 3 2 2 5 2 2 4 2 2 2 2 55.68557677952995 42.960681428638836 72.81940856905584
0 0 3 0 0 1 5 5 4 4 5 3 3 5 3 3 3 1 1 1 1 37.58430418523155 28.760102193432406 42.25580009079122
0 1 1 0 0 0 2 5 1 1 1 5 5 4 5 5 1 4 5 5 5 61.426208384581145 63.1785512660833 41.61534071805829
1 0 4 0 0 0 2 3 1 3 2 3 3 5 3 3 4 2 2 2 2 40.18923799996333 22.789645253517303 28.60979545616628
0 0 5 1 1 0 1 2 2 1 1 3 3 5 3 3 1 1 1 1 1 39.778667347748765 35.39886881192384 44.364953706092315
0 0 5 0 0 1 2 1 1 3 1 2 1 4 2 2 4 2 2 2 2 50.740125908148386 51.14409463387792 28.975177747383718
0 1 1 0 1 0 1 3 1 2 2 5 5 2 5 5 5 4 3 4 4 54.20865129061612 53.89997902089106 69.20220037940423
1 0 2 1 1 0 5 1 5 5 5 3 3 1 4 3 3 3 3 2 3 56.07456687866331 55.72283074668245 54.390950301241034
0 0 1 1 1 0 3 5 2 2 5 1 1 3 2 1 5 1 1 1 1 12.087068211491415 34.60884441715317 41.91816627819551
0 1 1 1 1 1 4 4 3 3 3 3 3 2 4 4 3 3 3 3 3 26.547430063824823 46.710863235408645 46.71256416495254
0 1 4 1 1 0 2 3 2 2 2 5 5 2 5 5 5 4 5 4 4 77.74545803477923 73.98213651231836 41.108907723418994
1 1 5 0 0 0 3 2 3 4 3 2 3 1 3 2 4 5 5 5 5 74.76776835197577 95.30251255961583 44.95278958313343
0 0 3 1 1 1 3 1 3 3 4 3 3 2 3 2 3 1 1 1 1 34.70128879226901 43.33608470264698 40.327280358956685
1 1 2 1 0 0 2 3 1 1 1 5 5 4 4 5 1 5 5 5 5 65.00726632300575 79.22648421797415 37.69820215837439
1 0 2 1 1 1 3 1 4 3 2 5 5 5 5 5 5 2 1 2 2 49.68227453113216 36.397074687906795 45.198949231362995
0 0 3 1 0 1 4 4 3 3 2 2 2 4 1 2 3 3 3 3 3 51.39058033854627 41.19010802432184 32.54566451546457
0 0 1 1 1 0 4 3 3 3 4 3 3 2 2 3 5 1 3 1 1 52.566200423707535 37.372743916625566 40.36745803331033
1 1 3 1 1 0 5 1 4 4 3 5 5 2 5 5 5 5 5 5 5 82.88708003496446 74.86191930004553 67.52866288896604
0 1 3 1 1 0 3 4 3 3 3 4 5 3 4 4 5 3 4 3 4 57.59561097963856 63.30406046759788 60.9641449249031
0 0 4 1 0 1 1 2 1 1 1 2 2 5 2 2 4 1 2 1 1 38.74177550703633 37.04131894313034 33.307936037951734
0 0 1 1 1 0 4 2 4 4 4 4 4 2 5 3 1 1 1 1 1 34.491348896283256 25.68129064683218 61.77391039676743
0 1 3 0 0 1 3 2 1 3 2 3 2 3 2 2 2 4 4 4 4 44.13737862003726 83.65267127870722 28.999883568097754
1 0 4 0 1 0 5 5 3 3 3 2 1 3 2 2 3 3 3 2 2 44.44996621792624 54.49925370196559 68.75800209243349
1 0 2 1 0 0 3 2 4 3 4 1 1 4 1 1 5 3 2 3 3 43.872068196794025 47.76969711882344 58.75628180227569
0 0 1 0 1 1 1 2 3 3 4 3 3 4 3 3 5 2 2 1 1 32.41441437192047 38.16294560733261 18.688286158251724
0 0 1 1 1 0 2 1 2 3 2 4 4 2 3 4 2 1 1 1 1 29.55470399677216 36.45619500643155 49.39685095175433
1 1 3 0 1 1 5 5 5 5 2 3 2 5 2 2 2 5 5 5 5 74.17634724405585 93.49796190273163 67.10881320245488
1 0 2 1 0 1 4 5 5 5 4 4 4 5 3 3 4 2 3 2 2 53.11942099681639 26.638781100707824 36.73431531064234
0 1 1 1 1 1 1 4 1 1 1 5 5 2 5 5 5 4 4 4 4 59.98980670074572 59.1392367658601 35.17190353680387
0 0 3 0 1 0 3 4 4 3 5 1 1 5 1 1 2 2 3 2 2 34.542883761646415 38.81809426954773 65.71926441288005
1 1 3 1 1 0 1 1 2 1 2 4 4 4 4 4 3 5 5 5 4 68.54301355059071 65.52599317865776 45.03550619169802
0 1 1 1 1 1 5 4 5 5 5 3 3 5 4 3 3 4 3 4 4 50.85803418377464 54.599671071795676 55.72395610130615
1 0 4 1 0 0 1 2 1 3 2 1 1 4 1 1 4 2 2 2 2 32.885638414753444 27.477909704515973 26.795869198415446
1 0 3 1 0 0 5 1 5 5 5 4 3 5 3 4 2 2 2 2 2 49.65987361662162 47.8319826140236 7.836531502236601
1 0 3 1 1 0 4 4 4 4 1 4 3 4 4 3 3 3 3 3 2 57.821156329692116 48.965113354833186 45.270221087227675
0 0 4 0 1 0 1 2 1 1 2 2 3 2 3 3 3 2 2 2 2 57.256534604272645 58.76966190111332 49.91446167495702
